depute,groupe,position,scrutin_id
pascal-deguilhem,SRC,pour,1109
jacqueline-maquet,SRC,pour,1109
christian-hutin,SRC,pour,1109
guy-chambefort,SRC,pour,1109
bernard-lesterlin,SRC,pour,1109
olivier-dussopt,SRC,pour,1109
marietta-karamanli,SRC,pour,1109
jean-michel-villaume,SRC,pour,1109
guy-delcourt,SRC,pour,1109
valerie-fourneyron,SRC,pour,1109
marc-goua,SRC,pour,1109
jacques-valax,SRC,pour,1109
catherine-coutelle,SRC,pour,1109
michele-delaunay,SRC,pour,1109
sandrine-mazetier,SRC,pour,1109
jean-michel-clement,SRC,pour,1109
pascale-got,SRC,pour,1109
jean-louis-touraine,SRC,pour,1109
jean-grellier,SRC,pour,1109
christophe-bouillon,SRC,pour,1109
alain-rousset,SRC,pour,1109
pascale-crozon,SRC,pour,1109
catherine-quere,SRC,pour,1109
marie-odile-bouille,SRC,pour,1109
catherine-lemorton,SRC,pour,1109
marie-lou-marcel,SRC,pour,1109
serge-letchimy,SRC,pour,1109
chantal-berthelot,SRC,pour,1109
henri-jibrayel,SRC,pour,1109
philippe-plisson,SRC,pour,1109
regis-juanico,SRC,pour,1109
jean-louis-gagnaire,SRC,pour,1109
annick-le-loch,SRC,pour,1109
jean-rene-marsac,SRC,pour,1109
michel-menard,SRC,pour,1109
martine-pinville,SRC,pour,1109
jean-jacques-cottel,SRC,pour,1109
olivier-faure,SRC,pour,1109
francois-pupponi,SRC,pour,1109
colette-langlade,SRC,pour,1109
marie-noelle-battistel,SRC,pour,1109
sophie-dessus,SRC,pour,1109
marie-francoise-bechtel,SRC,pour,1109
gilbert-sauvan,SRC,pour,1109
christophe-castaner,SRC,pour,1109
karine-berger,SRC,pour,1109
jean-david-ciot,SRC,pour,1109
sabine-buis,SRC,pour,1109
alain-faure,SRC,pour,1109
marie-helene-fabre,SRC,pour,1109
patrick-mennucci,SRC,pour,1109
michel-lesage,SRC,pour,1109
viviane-le-dissez,SRC,pour,1109
annie-le-houerou,SRC,pour,1109
clotilde-valter,SRC,pour,1109
alain-calmette,SRC,pour,1109
francoise-dumas,SRC,pour,1109
nathalie-nieson,SRC,pour,1109
chantal-guittet,SRC,pour,1109
sandrine-doucet,SRC,pour,1109
anne-yvonne-le-dain,SRC,pour,1109
fanny-dombre-coste,SRC,pour,1109
frederic-roig,SRC,pour,1109
marie-recalde,SRC,pour,1109
florent-boudie,SRC,pour,1109
christophe-borgel,SRC,pour,1109
joelle-huillier,SRC,pour,1109
sebastien-denaja,SRC,pour,1109
patrick-vignal,SRC,pour,1109
marie-anne-chapdelaine,SRC,pour,1109
nathalie-appere,SRC,pour,1109
francois-andre,SRC,pour,1109
isabelle-bruneau,SRC,pour,1109
valerie-corre,SRC,pour,1109
lucette-lousteau,SRC,pour,1109
luc-belot,SRC,pour,1109
yves-daniel,SRC,pour,1109
sophie-errante,SRC,pour,1109
herve-pellois,SRC,pour,1109
jean-pierre-le-roch,SRC,pour,1109
stephane-travert,SRC,pour,1109
chaynesse-khirouni,SRC,pour,1109
dominique-potier,SRC,pour,1109
jean-pierre-allossery,SRC,pour,1109
anne-lise-dufour-tonini,SRC,pour,1109
laurent-kalinowski,SRC,pour,1109
paola-zanetti,SRC,pour,1109
audrey-linkenheld,SRC,pour,1109
remi-pauvros,SRC,pour,1109
jacques-cresta,SRC,pour,1109
pierre-aylagas,SRC,pour,1109
christine-pires-beaune,SRC,pour,1109
yves-blein,SRC,pour,1109
edith-gueugneau,SRC,pour,1109
cecile-untermaier,SRC,pour,1109
francoise-dubois,SRC,pour,1109
beatrice-santais,SRC,pour,1109
bernadette-laclais,SRC,pour,1109
seybah-dagoma,SRC,pour,1109
catherine-troallic,SRC,pour,1109
eduardo-rihan-cypel,SRC,pour,1109
sylviane-bulteau,SRC,pour,1109
hugues-fourage,SRC,pour,1109
francoise-descamps-crosnier,SRC,pour,1109
valerie-rabault,SRC,pour,1109
michele-fournier-armand,SRC,pour,1109
malek-boutih,SRC,pour,1109
alexis-bachelay,SRC,pour,1109
maud-olivier,SRC,pour,1109
catherine-beaubatie,SRC,pour,1109
jean-jacques-bridey,SRC,pour,1109
julie-sommaruga,SRC,pour,1109
razzy-hammadi,SRC,pour,1109
elisabeth-pochon,SRC,pour,1109
pascal-popelin,SRC,pour,1109
serge-bardy,SRC,pour,1109
philippe-bies,SRC,pour,1109
philippe-kemel,SRC,pour,1109
emeric-brehier,SRC,pour,1109
boinali-said,SRC,pour,1109
jean-claude-buisine,SRC,pour,1109
sebastien-pietrasanta,SRC,pour,1109
dominique-lefebvre,SRC,pour,1109
jean-marc-germain,SRC,pour,1109
ericka-bareigts,SRC,pour,1109
helene-geoffroy,SRC,pour,1109
jean-jacques-vlody,SRC,pour,1109
monique-orphe,SRC,pour,1109
ibrahim-aboubacar,SRC,pour,1109
joaquim-pueyo,SRC,pour,1109
colette-capdevielle,SRC,pour,1109
philippe-doucet,SRC,pour,1109
arnaud-leroy,SRC,pour,1109
genevieve-gosselin-fleury,SRC,pour,1109
guillaume-bachelay,SRC,pour,1109
sylvie-tolmont,SRC,pour,1109
gwenegan-bui,SRC,pour,1109
frederic-barbier,SRC,pour,1109
jean-marie-beffara,SRC,pour,1109
carlos-da-silva,SRC,pour,1109
florence-delaunay,SRC,pour,1109
napole-polutele,SRC,pour,1109
delphine-batho,SRC,pour,1109
robert-olive,SRC,pour,1109
christophe-premat,SRC,pour,1109
jean-marc-fournel,SRC,pour,1109
anne-christine-lang,SRC,pour,1109
joel-aviragnet,SRC,pour,1109
romain-colas,SRC,pour,1109
pascal-demarthe,SRC,pour,1109
regine-poveda,SRC,pour,1109
aurelie-filippetti,SRC,contre,1109
jean-patrick-gille,SRC,contre,1109
suzanne-tallard,SRC,contre,1109
barbara-romagnan,SRC,contre,1109
philippe-nogues,SRC,contre,1109
linda-gourjade,SRC,contre,1109
gerard-sebaoun,SRC,contre,1109
michel-pouzol,SRC,contre,1109
pouria-amirshahi,SRC,contre,1109
fanelie-carrey-conte,SRC,contre,1109
laurence-dumont,SRC,abstention,1109
laurent-baumel,SRC,abstention,1109
christian-paul,SRC,abstention,1109
genevieve-gaillard,SRC,abstention,1109
marie-line-reynaud,SRC,abstention,1109
dominique-chauvel,SRC,abstention,1109
nicolas-bays,SRC,abstention,1109
daniel-goldberg,SRC,abstention,1109
pierre-alain-muet,SRC,abstention,1109
kheira-bouziane-laroussi,SRC,abstention,1109
patrice-prat,SRC,abstention,1109
jean-luc-bleunven,SRC,abstention,1109
denys-robiliard,SRC,abstention,1109
nathalie-chabanne,SRC,abstention,1109
pascal-cherki,SRC,abstention,1109
mathieu-hanotin,SRC,abstention,1109
pierre-yves-le-borgn,SRC,abstention,1109
jean-michel-couve,UMP,pour,1109
olivier-dassault,UMP,pour,1109
christian-estrosi,UMP,pour,1109
francois-fillon,UMP,pour,1109
denis-jacquat,UMP,pour,1109
christian-kert,UMP,pour,1109
marc-laffineur,UMP,pour,1109
pierre-lequiller,UMP,pour,1109
jean-francois-mancel,UMP,pour,1109
alain-marleix,UMP,pour,1109
alain-moyne-bressand,UMP,pour,1109
patrick-ollier,UMP,pour,1109
jean-luc-reitzer,UMP,pour,1109
guy-teissier,UMP,pour,1109
michel-terrot,UMP,pour,1109
nicole-ameline,UMP,pour,1109
dominique-bussereau,UMP,pour,1109
camille-de-rocca-serra,UMP,pour,1109
guenhael-huet,UMP,pour,1109
christophe-guilloteau,UMP,pour,1109
gilles-lurton,UMP,pour,1109
eric-ciotti,UMP,pour,1109
bernard-accoyer,UMP,pour,1109
philippe-briand,UMP,pour,1109
gerard-cherpion,UMP,pour,1109
francois-cornut-gentille,UMP,pour,1109
lucien-degauchy,UMP,pour,1109
alain-gest,UMP,pour,1109
patrick-labaune,UMP,pour,1109
thierry-lazaro,UMP,pour,1109
marc-le-fur,UMP,pour,1109
philippe-armand-martin,UMP,pour,1109
patrice-martin-lalande,UMP,pour,1109
jacques-myard,UMP,pour,1109
yves-nicolin,UMP,pour,1109
jacques-pelissard,UMP,pour,1109
francois-vannson,UMP,pour,1109
dominique-dord,UMP,pour,1109
philippe-goujon,UMP,pour,1109
gilles-carrez,UMP,pour,1109
isabelle-le-callennec,UMP,pour,1109
benoist-apparu,UMP,pour,1109
christian-jacob,UMP,pour,1109
gerard-menuel,UMP,pour,1109
jean-francois-cope,UMP,pour,1109
catherine-vautrin,UMP,pour,1109
yves-fromion,UMP,pour,1109
jean-pierre-giran,UMP,pour,1109
jean-claude-guibal,UMP,pour,1109
michel-herbillon,UMP,pour,1109
jacques-kossowski,UMP,pour,1109
jean-leonetti,UMP,pour,1109
didier-quentin,UMP,pour,1109
andre-schneider,UMP,pour,1109
marie-jo-zimmermann,UMP,pour,1109
pierre-morange,UMP,pour,1109
bernard-deflesselles,UMP,pour,1109
patrice-verchere,UMP,pour,1109
bernard-brochand,UMP,pour,1109
dominique-tian,UMP,pour,1109
michel-sordi,UMP,pour,1109
xavier-bertrand,UMP,pour,1109
franck-gilard,UMP,pour,1109
luc-chatel,UMP,pour,1109
sebastien-huyghe,UMP,pour,1109
jean-marie-sermier,UMP,pour,1109
arlette-grosskost,UMP,pour,1109
michel-heinrich,UMP,pour,1109
yves-censi,UMP,pour,1109
jean-pierre-door,UMP,pour,1109
damien-meslot,UMP,pour,1109
antoine-herth,UMP,pour,1109
jean-louis-christ,UMP,pour,1109
genevieve-levy,UMP,pour,1109
dino-cinieri,UMP,pour,1109
claude-greff,UMP,pour,1109
philippe-vitel,UMP,pour,1109
martial-saddier,UMP,pour,1109
alain-marty,UMP,pour,1109
marcel-bonnot,UMP,pour,1109
georges-fenech,UMP,pour,1109
josette-pons,UMP,pour,1109
valerie-pecresse,UMP,pour,1109
edouard-courtial,UMP,pour,1109
michele-tabarot,UMP,pour,1109
guy-geoffroy,UMP,pour,1109
jacques-alain-benisti,UMP,pour,1109
axel-poniatowski,UMP,pour,1109
jerome-chartier,UMP,pour,1109
jordi-ginesta,UMP,pour,1109
serge-grouard,UMP,pour,1109
jean-claude-mathis,UMP,pour,1109
francois-scellier,UMP,pour,1109
eric-woerth,UMP,pour,1109
frederic-reiss,UMP,pour,1109
nathalie-kosciusko-morizet,UMP,pour,1109
marc-francina,UMP,pour,1109
laurent-wauquiez,UMP,pour,1109
charles-ange-ginesy,UMP,pour,1109
damien-abad,UMP,pour,1109
bernard-gerard,UMP,pour,1109
charles-de-la-verpilliere,UMP,pour,1109
jacques-lamblin,UMP,pour,1109
olivier-carre,UMP,pour,1109
daniel-fasquelle,UMP,pour,1109
jean-claude-bouchet,UMP,pour,1109
eric-straumann,UMP,pour,1109
marie-louise-fort,UMP,pour,1109
jean-francois-lamour,UMP,pour,1109
philippe-gosselin,UMP,pour,1109
marie-christine-dalloz,UMP,pour,1109
bruno-le-maire,UMP,pour,1109
remi-delatte,UMP,pour,1109
valerie-boyer,UMP,pour,1109
bernard-reynes,UMP,pour,1109
sauveur-gandolfi-scheit,UMP,pour,1109
marianne-dubois,UMP,pour,1109
gerald-darmanin,UMP,pour,1109
annie-genevard,UMP,pour,1109
david-douillet,UMP,pour,1109
paul-salen,UMP,pour,1109
laurent-furst,UMP,pour,1109
yves-foulon,UMP,pour,1109
jean-pierre-barbier,UMP,pour,1109
jean-pierre-vigier,UMP,pour,1109
philippe-le-ray,UMP,pour,1109
alain-chretien,UMP,pour,1109
dominique-nachury,UMP,pour,1109
claude-sturni,UMP,pour,1109
francois-de-mazieres,UMP,pour,1109
valerie-lacroute,UMP,pour,1109
alain-leboeuf,UMP,pour,1109
jean-marie-tetart,UMP,pour,1109
olivier-audibert-troin,UMP,pour,1109
guillaume-larrive,UMP,pour,1109
julien-aubert,UMP,pour,1109
guillaume-chevrollier,UMP,pour,1109
sophie-rohfritsch,UMP,pour,1109
daniel-gibbes,UMP,pour,1109
claudine-schmid,UMP,pour,1109
elie-aboud,UMP,pour,1109
jean-louis-costes,UMP,pour,1109
laurence-arribage,UMP,pour,1109
patrick-balkany,UMP,contre,1109
bernard-debre,UMP,contre,1109
patrick-devedjian,UMP,contre,1109
jean-claude-mignon,UMP,contre,1109
michel-voisin,UMP,contre,1109
jean-jacques-guillet,UMP,contre,1109
pierre-lellouche,UMP,contre,1109
herve-mariton,UMP,contre,1109
alain-suguenot,UMP,contre,1109
henri-guaino,UMP,contre,1109
claude-goasguen,UMP,contre,1109
herve-gaymard,UMP,contre,1109
franck-marlin,UMP,contre,1109
jean-frederic-poisson,UMP,contre,1109
thierry-solere,UMP,contre,1109
edouard-philippe,UMP,contre,1109
etienne-blanc,UMP,contre,1109
jean-pierre-gorges,UMP,contre,1109
berengere-poletti,UMP,contre,1109
dominique-le-mener,UMP,contre,1109
jean-pierre-decool,UMP,contre,1109
philippe-cochet,UMP,contre,1109
jean-charles-taugourdeau,UMP,contre,1109
virginie-duby-muller,UMP,contre,1109
nicolas-dhuicq,UMP,contre,1109
lionel-tardy,UMP,contre,1109
franck-riester,UMP,contre,1109
yves-albarello,UMP,contre,1109
xavier-breton,UMP,contre,1109
philippe-meunier,UMP,contre,1109
laure-de-la-raudiere,UMP,contre,1109
patrick-hetzel,UMP,contre,1109
sophie-dion,UMP,contre,1109
yannick-moreau,UMP,contre,1109
laurent-marcangeli,UMP,contre,1109
marc-philippe-daubresse,UMP,abstention,1109
bernard-perrut,UMP,abstention,1109
philippe-houillon,UMP,abstention,1109
thierry-mariani,UMP,abstention,1109
alain-marsaud,UMP,abstention,1109
jean-luc-warsmann,UMP,abstention,1109
olivier-marleix,UMP,abstention,1109
lionnel-luca,UMP,abstention,1109
pierre-morel-a-lhuissier,UMP,abstention,1109
celeste-lett,UMP,abstention,1109
christophe-priou,UMP,abstention,1109
jean-sebastien-vialatte,UMP,abstention,1109
francoise-guegot,UMP,abstention,1109
anne-grommerch,UMP,abstention,1109
arnaud-robinet,UMP,abstention,1109
fernand-sire,UMP,abstention,1109
claude-de-ganay,UMP,abstention,1109
veronique-louwagie,UMP,abstention,1109
sylvain-berrios,UMP,abstention,1109
frederic-lefebvre,UMP,abstention,1109
francois-rochebloine,UDI,pour,1109
rudy-salles,UDI,pour,1109
andre-santini,UDI,pour,1109
jean-christophe-lagarde,UDI,pour,1109
francois-sauvadet,UDI,pour,1109
francis-hillmeyer,UDI,pour,1109
stephane-demilly,UDI,pour,1109
michel-zumkeller,UDI,pour,1109
michel-piron,UDI,pour,1109
philippe-folliot,UDI,pour,1109
francois-xavier-villain,UDI,pour,1109
philippe-vigier,UDI,pour,1109
franck-reynier,UDI,pour,1109
sonia-lagarde,UDI,pour,1109
jean-paul-tuaiva,UDI,pour,1109
meyer-habib,UDI,pour,1109
maina-sage,UDI,pour,1109
herve-morin,UDI,contre,1109
yannick-favennec-becot,UDI,contre,1109
charles-de-courson,UDI,contre,1109
arnaud-richard,UDI,contre,1109
maurice-leroy,UDI,contre,1109
francis-vercamer,UDI,contre,1109
yves-jego,UDI,contre,1109
bertrand-pancher,UDI,contre,1109
jean-christophe-fromantin,UDI,contre,1109
philippe-gomes,UDI,contre,1109
jonas-tahuaitu,UDI,contre,1109
thierry-benoit,UDI,abstention,1109
laurent-degallaix,UDI,abstention,1109
francois-de-rugy,Écolo,pour,1109
denis-baupin,Écolo,pour,1109
francois-michel-lambert,Écolo,pour,1109
christophe-cavard,Écolo,pour,1109
eric-alauzet,Écolo,pour,1109
noel-mamere,Écolo,contre,1109
danielle-auroi,Écolo,contre,1109
sergio-coronado,Écolo,contre,1109
isabelle-attard,Écolo,contre,1109
jean-louis-roumegas,Écolo,contre,1109
paul-molac,Écolo,contre,1109
cecile-duflot,Écolo,contre,1109
eva-sas,Écolo,contre,1109
laurence-abeille,Écolo,contre,1109
michele-bonneton,Écolo,contre,1109
brigitte-allain,Écolo,contre,1109
barbara-pompili,Écolo,abstention,1109
veronique-massonneau,Écolo,abstention,1109
jerome-lambert,RRDP,pour,1109
roger-gerard-schwartzenberg,RRDP,pour,1109
stephane-saint-andre,RRDP,pour,1109
gerard-charasse,RRDP,pour,1109
alain-tourret,RRDP,pour,1109
joel-giraud,RRDP,pour,1109
paul-giacobbi,RRDP,pour,1109
dominique-orliac,RRDP,pour,1109
jacques-krabal,RRDP,pour,1109
olivier-falorni,RRDP,pour,1109
jeanine-dubie,RRDP,pour,1109
thierry-robert,RRDP,pour,1109
jean-noel-carpentier,RRDP,pour,1109
ary-chalus,RRDP,pour,1109
jean-pierre-maggi,RRDP,pour,1109
jacques-moignard,RRDP,pour,1109
gilda-hobert,RRDP,pour,1109
marc-dolez,GDR,pour,1109
bruno-nestor-azerot,GDR,pour,1109
gabriel-serville,GDR,pour,1109
francois-asensi,GDR,contre,1109
alain-bocquet,GDR,contre,1109
jacqueline-fraysse,GDR,contre,1109
huguette-bello,GDR,contre,1109
marie-george-buffet,GDR,contre,1109
patrice-carvalho,GDR,contre,1109
alfred-marie-jeanne,GDR,contre,1109
nicolas-sansu,GDR,contre,1109
jean-philippe-nilor,GDR,contre,1109
andre-chassaigne,GDR,contre,1109
jean-jacques-candelier,GDR,contre,1109
gaby-charroux,GDR,contre,1109
sylvie-andrieux,NI,pour,1109
veronique-besse,NI,contre,1109
jacques-bompard,NI,contre,1109
jean-lassalle,NI,contre,1109
nicolas-dupont-aignan,NI,contre,1109
thomas-thevenoud,NI,contre,1109
gilbert-collard,NI,contre,1109
marion-marechal-le-pen,NI,contre,1109
gilles-bourdouleix,NI,abstention,1109
jean-louis-dumont,SRC,pour,1110
gerard-bapt,SRC,contre,1110
philip-cordery,SRC,contre,1110
monique-rabin,SRC,contre,1110
marie-francoise-clergeau,SRC,contre,1110
christian-franqueville,SRC,contre,1110
martine-lignieres-cassou,SRC,contre,1110
bernard-roman,SRC,contre,1110
erwann-binet,SRC,contre,1110
patricia-adam,SRC,contre,1110
guy-chambefort,SRC,contre,1110
bernard-lesterlin,SRC,contre,1110
catherine-coutelle,SRC,contre,1110
catherine-lemorton,SRC,contre,1110
martine-pinville,SRC,contre,1110
patrick-mennucci,SRC,contre,1110
annie-le-houerou,SRC,contre,1110
francoise-dumas,SRC,contre,1110
sandrine-doucet,SRC,contre,1110
fanny-dombre-coste,SRC,contre,1110
joelle-huillier,SRC,contre,1110
marie-anne-chapdelaine,SRC,contre,1110
lucette-lousteau,SRC,contre,1110
paola-zanetti,SRC,contre,1110
pierre-aylagas,SRC,contre,1110
edith-gueugneau,SRC,contre,1110
jean-claude-buisine,SRC,contre,1110
colette-capdevielle,SRC,contre,1110
genevieve-gosselin-fleury,SRC,contre,1110
florence-delaunay,SRC,contre,1110
joel-aviragnet,SRC,contre,1110
nicole-ameline,UMP,pour,1110
gilles-lurton,UMP,pour,1110
eric-ciotti,UMP,pour,1110
marc-le-fur,UMP,pour,1110
isabelle-le-callennec,UMP,pour,1110
olivier-marleix,UMP,pour,1110
marie-jo-zimmermann,UMP,pour,1110
berengere-poletti,UMP,pour,1110
claude-greff,UMP,pour,1110
guy-geoffroy,UMP,pour,1110
frederic-reiss,UMP,pour,1110
jean-claude-bouchet,UMP,pour,1110
marie-louise-fort,UMP,pour,1110
claude-de-ganay,UMP,pour,1110
veronique-louwagie,UMP,pour,1110
dominique-nachury,UMP,pour,1110
julien-aubert,UMP,pour,1110
francois-rochebloine,UDI,pour,1110
thierry-benoit,UDI,pour,1110
gilda-hobert,RRDP,contre,1110
stephane-claireaux,RRDP,contre,1110
marc-dolez,GDR,pour,1110
monique-rabin,SRC,contre,1111
marie-francoise-clergeau,SRC,contre,1111
bernard-roman,SRC,contre,1111
erwann-binet,SRC,contre,1111
patricia-adam,SRC,contre,1111
bernard-lesterlin,SRC,contre,1111
catherine-coutelle,SRC,contre,1111
catherine-lemorton,SRC,contre,1111
martine-pinville,SRC,contre,1111
francoise-dumas,SRC,contre,1111
chantal-guittet,SRC,contre,1111
joelle-huillier,SRC,contre,1111
denys-robiliard,SRC,contre,1111
marie-anne-chapdelaine,SRC,contre,1111
lucette-lousteau,SRC,contre,1111
chaynesse-khirouni,SRC,contre,1111
paola-zanetti,SRC,contre,1111
pierre-aylagas,SRC,contre,1111
nathalie-chabanne,SRC,contre,1111
edith-gueugneau,SRC,contre,1111
bernadette-laclais,SRC,contre,1111
seybah-dagoma,SRC,contre,1111
colette-capdevielle,SRC,contre,1111
fanelie-carrey-conte,SRC,contre,1111
joel-aviragnet,SRC,contre,1111
gilles-lurton,UMP,contre,1111
marc-le-fur,UMP,contre,1111
isabelle-le-callennec,UMP,contre,1111
berengere-poletti,UMP,contre,1111
guy-geoffroy,UMP,contre,1111
marie-louise-fort,UMP,contre,1111
dominique-nachury,UMP,contre,1111
gilda-hobert,RRDP,contre,1111
stephane-claireaux,RRDP,contre,1111
marc-dolez,GDR,contre,1111
odile-saugues,SRC,contre,1112
marie-francoise-bechtel,SRC,contre,1112
chantal-guittet,SRC,contre,1112
joelle-huillier,SRC,contre,1112
jean-pierre-le-roch,SRC,contre,1112
philippe-doucet,SRC,contre,1112
joaquim-pueyo,SRC,abstention,1112
eric-ciotti,UMP,pour,1112
francoise-guegot,UMP,pour,1112
guillaume-larrive,UMP,pour,1112
arnaud-richard,UDI,contre,1112
denis-baupin,Écolo,contre,1112
olivier-falorni,RRDP,pour,1112
roger-gerard-schwartzenberg,RRDP,contre,1112
stephane-saint-andre,RRDP,contre,1112
alain-tourret,RRDP,contre,1112
paul-giacobbi,RRDP,contre,1112
ary-chalus,RRDP,contre,1112
marie-george-buffet,GDR,contre,1112
marie-francoise-bechtel,SRC,contre,1113
sandrine-doucet,SRC,contre,1113
frederic-roig,SRC,contre,1113
joelle-huillier,SRC,contre,1113
jean-pierre-le-roch,SRC,contre,1113
philippe-doucet,SRC,contre,1113
odile-saugues,SRC,abstention,1113
joaquim-pueyo,SRC,abstention,1113
eric-ciotti,UMP,pour,1113
francoise-guegot,UMP,pour,1113
guillaume-larrive,UMP,pour,1113
arnaud-richard,UDI,contre,1113
denis-baupin,Écolo,contre,1113
roger-gerard-schwartzenberg,RRDP,contre,1113
stephane-saint-andre,RRDP,contre,1113
alain-tourret,RRDP,contre,1113
paul-giacobbi,RRDP,contre,1113
olivier-falorni,RRDP,contre,1113
ary-chalus,RRDP,contre,1113
marie-george-buffet,GDR,contre,1113
marie-francoise-bechtel,SRC,contre,1114
sandrine-doucet,SRC,contre,1114
frederic-roig,SRC,contre,1114
joelle-huillier,SRC,contre,1114
jean-pierre-le-roch,SRC,contre,1114
joaquim-pueyo,SRC,contre,1114
philippe-doucet,SRC,contre,1114
odile-saugues,SRC,abstention,1114
eric-ciotti,UMP,pour,1114
francoise-guegot,UMP,pour,1114
guillaume-larrive,UMP,pour,1114
arnaud-richard,UDI,contre,1114
denis-baupin,Écolo,contre,1114
roger-gerard-schwartzenberg,RRDP,contre,1114
stephane-saint-andre,RRDP,contre,1114
alain-tourret,RRDP,contre,1114
paul-giacobbi,RRDP,contre,1114
olivier-falorni,RRDP,contre,1114
ary-chalus,RRDP,contre,1114
marie-george-buffet,GDR,contre,1114
victorin-lurel,SRC,pour,1115
vincent-burroni,SRC,contre,1115
serge-janquin,SRC,contre,1115
guillaume-garot,SRC,contre,1115
marie-arlette-carlotti,SRC,contre,1115
francois-brottes,SRC,contre,1115
christian-franqueville,SRC,contre,1115
bruno-le-roux,SRC,contre,1115
genevieve-gaillard,SRC,contre,1115
jean-yves-caullet,SRC,contre,1115
william-dumas,SRC,contre,1115
jean-louis-bricout,SRC,contre,1115
guy-chambefort,SRC,contre,1115
bernard-lesterlin,SRC,contre,1115
guy-delcourt,SRC,contre,1115
jean-grellier,SRC,contre,1115
christophe-bouillon,SRC,contre,1115
marie-lou-marcel,SRC,contre,1115
chantal-berthelot,SRC,contre,1115
philippe-plisson,SRC,contre,1115
michel-menard,SRC,contre,1115
jean-jacques-cottel,SRC,contre,1115
marie-noelle-battistel,SRC,contre,1115
sophie-dessus,SRC,contre,1115
gilbert-sauvan,SRC,contre,1115
sabine-buis,SRC,contre,1115
alain-faure,SRC,contre,1115
suzanne-tallard,SRC,contre,1115
viviane-le-dissez,SRC,contre,1115
jean-luc-bleunven,SRC,contre,1115
sandrine-doucet,SRC,contre,1115
frederic-roig,SRC,contre,1115
marie-recalde,SRC,contre,1115
joelle-huillier,SRC,contre,1115
valerie-corre,SRC,contre,1115
yves-daniel,SRC,contre,1115
herve-pellois,SRC,contre,1115
jean-pierre-allossery,SRC,contre,1115
audrey-linkenheld,SRC,contre,1115
remi-pauvros,SRC,contre,1115
pierre-aylagas,SRC,contre,1115
yves-blein,SRC,contre,1115
francoise-dubois,SRC,contre,1115
beatrice-santais,SRC,contre,1115
bernadette-laclais,SRC,contre,1115
catherine-troallic,SRC,contre,1115
philippe-bies,SRC,contre,1115
jean-claude-buisine,SRC,contre,1115
ericka-bareigts,SRC,contre,1115
napole-polutele,SRC,contre,1115
jean-marc-fournel,SRC,contre,1115
pierre-lequiller,UMP,pour,1115
patrick-ollier,UMP,pour,1115
michel-terrot,UMP,pour,1115
gilles-lurton,UMP,pour,1115
bernard-accoyer,UMP,pour,1115
yves-nicolin,UMP,pour,1115
dominique-dord,UMP,pour,1115
catherine-vautrin,UMP,pour,1115
yves-fromion,UMP,pour,1115
michel-sordi,UMP,pour,1115
arlette-grosskost,UMP,pour,1115
michel-heinrich,UMP,pour,1115
martial-saddier,UMP,pour,1115
josette-pons,UMP,pour,1115
christophe-priou,UMP,pour,1115
guy-geoffroy,UMP,pour,1115
jean-claude-mathis,UMP,pour,1115
francois-scellier,UMP,pour,1115
frederic-reiss,UMP,pour,1115
virginie-duby-muller,UMP,pour,1115
bernard-gerard,UMP,pour,1115
remi-delatte,UMP,pour,1115
arnaud-robinet,UMP,pour,1115
annie-genevard,UMP,pour,1115
fernand-sire,UMP,pour,1115
philippe-le-ray,UMP,pour,1115
veronique-louwagie,UMP,pour,1115
claude-sturni,UMP,pour,1115
valerie-lacroute,UMP,pour,1115
alain-leboeuf,UMP,pour,1115
julien-aubert,UMP,pour,1115
guillaume-chevrollier,UMP,pour,1115
sophie-rohfritsch,UMP,pour,1115
bertrand-pancher,UDI,pour,1115
jean-paul-tuaiva,UDI,abstention,1115
noel-mamere,Écolo,contre,1115
francois-de-rugy,Écolo,contre,1115
barbara-pompili,Écolo,contre,1115
paul-molac,Écolo,contre,1115
cecile-duflot,Écolo,contre,1115
laurence-abeille,Écolo,contre,1115
brigitte-allain,Écolo,contre,1115
jacques-krabal,RRDP,contre,1115
ary-chalus,RRDP,contre,1115
jean-pierre-maggi,RRDP,contre,1115
patrice-carvalho,GDR,contre,1115
gilbert-collard,NI,pour,1115
vincent-burroni,SRC,contre,1116
serge-janquin,SRC,contre,1116
francois-brottes,SRC,contre,1116
genevieve-gaillard,SRC,contre,1116
jean-yves-caullet,SRC,contre,1116
jean-louis-bricout,SRC,contre,1116
catherine-quere,SRC,contre,1116
philippe-plisson,SRC,contre,1116
marie-noelle-battistel,SRC,contre,1116
sabine-buis,SRC,contre,1116
marie-helene-fabre,SRC,contre,1116
suzanne-tallard,SRC,contre,1116
barbara-romagnan,SRC,contre,1116
laurent-kalinowski,SRC,contre,1116
francoise-dubois,SRC,contre,1116
serge-bardy,SRC,contre,1116
philippe-bies,SRC,contre,1116
christophe-premat,SRC,contre,1116
michel-heinrich,UMP,pour,1116
frederic-reiss,UMP,pour,1116
alain-leboeuf,UMP,pour,1116
julien-aubert,UMP,pour,1116
guillaume-chevrollier,UMP,pour,1116
bertrand-pancher,UDI,pour,1116
thierry-benoit,UDI,pour,1116
jean-paul-tuaiva,UDI,pour,1116
denis-baupin,Écolo,contre,1116
michele-bonneton,Écolo,contre,1116
jacques-krabal,RRDP,contre,1116
patrice-carvalho,GDR,abstention,1116
jean-lassalle,NI,pour,1116
marie-helene-fabre,SRC,pour,1117
