depute,groupe,position,scrutin_id
gerard-bapt,SRC,pour,1
christian-bataille,SRC,pour,1
patrick-bloche,SRC,pour,1
jean-christophe-cambadelis,SRC,pour,1
laurent-cathala,SRC,pour,1
jean-paul-chanteguet,SRC,pour,1
guy-michel-chauveau,SRC,pour,1
jean-louis-destans,SRC,pour,1
michel-destot,SRC,pour,1
rene-dosiere,SRC,pour,1
laurence-dumont,SRC,pour,1
yves-durand,SRC,pour,1
henri-emmanuelli,SRC,pour,1
michel-francaix,SRC,pour,1
jerome-lambert,SRC,pour,1
jean-luc-laurent,SRC,pour,1
gilbert-le-bris,SRC,pour,1
jean-yves-le-deaut,SRC,pour,1
jean-marie-le-guen,SRC,pour,1
francois-loncle,SRC,pour,1
thierry-mandon,SRC,pour,1
alain-rodet,SRC,pour,1
rene-rouquet,SRC,pour,1
daniel-vaillant,SRC,pour,1
michel-vauzelle,SRC,pour,1
philip-cordery,SRC,pour,1
yves-goasdoue,SRC,pour,1
monique-rabin,SRC,pour,1
frederique-massat,SRC,pour,1
vincent-burroni,SRC,pour,1
jean-jacques-urvoas,SRC,pour,1
luce-pane,SRC,pour,1
sandrine-hurel,SRC,pour,1
gisele-biemouret,SRC,pour,1
laurent-baumel,SRC,pour,1
michel-vergnier,SRC,pour,1
jean-glavany,SRC,pour,1
serge-janquin,SRC,pour,1
elisabeth-guigou,SRC,pour,1
eric-jalton,SRC,pour,1
michel-pajon,SRC,pour,1
estelle-grelier,SRC,pour,1
sylvie-andrieux,SRC,pour,1
jean-paul-bacquet,SRC,pour,1
dominique-baert,SRC,pour,1
jean-pierre-blazy,SRC,pour,1
daniel-boisserie,SRC,pour,1
francois-brottes,SRC,pour,1
christophe-caresche,SRC,pour,1
alain-claeys,SRC,pour,1
marie-francoise-clergeau,SRC,pour,1
jean-pierre-dufau,SRC,pour,1
jean-paul-dupre,SRC,pour,1
philippe-duron,SRC,pour,1
christian-franqueville,SRC,pour,1
yann-galut,SRC,pour,1
francoise-imbert,SRC,pour,1
conchita-lacuey,SRC,pour,1
bruno-le-roux,SRC,pour,1
michel-liebgott,SRC,pour,1
martine-lignieres-cassou,SRC,pour,1
philippe-nauche,SRC,pour,1
christian-paul,SRC,pour,1
germinal-peiro,SRC,pour,1
jean-claude-perez,SRC,pour,1
genevieve-gaillard,SRC,pour,1
marie-line-reynaud,SRC,pour,1
marcel-rogemont,SRC,pour,1
bernard-roman,SRC,pour,1
odile-saugues,SRC,pour,1
pascal-terrasse,SRC,pour,1
fabrice-verdier,SRC,pour,1
armand-jung,SRC,pour,1
patrick-lemasle,SRC,pour,1
christian-assaf,SRC,pour,1
sylviane-alaux,SRC,pour,1
philippe-martin,SRC,pour,1
richard-ferrand,SRC,pour,1
yann-capet,SRC,pour,1
thomas-thevenoud,SRC,pour,1
corinne-erhel,SRC,pour,1
christophe-leonard,SRC,pour,1
erwann-binet,SRC,pour,1
christophe-sirugue,SRC,pour,1
jean-launay,SRC,pour,1
pascale-boistard,SRC,pour,1
gilles-savary,SRC,pour,1
jean-yves-caullet,SRC,pour,1
dominique-chauvel,SRC,pour,1
jean-claude-fruteau,SRC,pour,1
brigitte-bourguignon,SRC,pour,1
nicolas-bays,SRC,pour,1
philippe-baumel,SRC,pour,1
dominique-raimbourg,SRC,pour,1
martine-carrillon-couvreur,SRC,pour,1
kleber-mesquida,SRC,pour,1
patricia-adam,SRC,pour,1
jean-yves-le-bouillonnec,SRC,pour,1
annick-lepetit,SRC,pour,1
gabrielle-louis-carabin,SRC,pour,1
david-habib,SRC,pour,1
gwendal-rouillard,SRC,pour,1
william-dumas,SRC,pour,1
jean-louis-bricout,SRC,pour,1
patrick-lebreton,SRC,pour,1
herve-feron,SRC,pour,1
martine-martinel,SRC,pour,1
monique-iborra,SRC,pour,1
michel-issindou,SRC,pour,1
pascal-deguilhem,SRC,pour,1
jacqueline-maquet,SRC,pour,1
christian-hutin,SRC,pour,1
guy-chambefort,SRC,pour,1
bernard-lesterlin,SRC,pour,1
olivier-dussopt,SRC,pour,1
daniel-goldberg,SRC,pour,1
marietta-karamanli,SRC,pour,1
jean-michel-villaume,SRC,pour,1
guy-delcourt,SRC,pour,1
marc-goua,SRC,pour,1
jacques-valax,SRC,pour,1
catherine-coutelle,SRC,pour,1
sandrine-mazetier,SRC,pour,1
jean-michel-clement,SRC,pour,1
pascale-got,SRC,pour,1
pierre-alain-muet,SRC,pour,1
jean-louis-touraine,SRC,pour,1
jean-grellier,SRC,pour,1
christophe-bouillon,SRC,pour,1
martine-faure,SRC,pour,1
alain-rousset,SRC,pour,1
pascale-crozon,SRC,pour,1
catherine-quere,SRC,pour,1
marie-odile-bouille,SRC,pour,1
catherine-lemorton,SRC,pour,1
jean-patrick-gille,SRC,pour,1
marie-lou-marcel,SRC,pour,1
serge-letchimy,SRC,pour,1
chantal-berthelot,SRC,pour,1
henri-jibrayel,SRC,pour,1
philippe-plisson,SRC,pour,1
regis-juanico,SRC,pour,1
jean-louis-gagnaire,SRC,pour,1
annick-le-loch,SRC,pour,1
jean-rene-marsac,SRC,pour,1
michel-menard,SRC,pour,1
martine-pinville,SRC,pour,1
jean-jacques-cottel,SRC,pour,1
olivier-faure,SRC,pour,1
francois-pupponi,SRC,pour,1
colette-langlade,SRC,pour,1
marie-noelle-battistel,SRC,pour,1
sophie-dessus,SRC,pour,1
carole-delga,SRC,pour,1
marie-francoise-bechtel,SRC,pour,1
gilbert-sauvan,SRC,pour,1
christophe-castaner,SRC,pour,1
karine-berger,SRC,pour,1
jean-david-ciot,SRC,pour,1
sabine-buis,SRC,pour,1
alain-faure,SRC,pour,1
marie-helene-fabre,SRC,pour,1
patrick-mennucci,SRC,pour,1
suzanne-tallard,SRC,pour,1
kheira-bouziane-laroussi,SRC,pour,1
michel-lesage,SRC,pour,1
viviane-le-dissez,SRC,pour,1
annie-le-houerou,SRC,pour,1
laurent-grandguillaume,SRC,pour,1
clotilde-valter,SRC,pour,1
alain-calmette,SRC,pour,1
francoise-dumas,SRC,pour,1
patrice-prat,SRC,pour,1
barbara-romagnan,SRC,pour,1
nathalie-nieson,SRC,pour,1
jean-luc-bleunven,SRC,pour,1
chantal-guittet,SRC,pour,1
sandrine-doucet,SRC,pour,1
anne-yvonne-le-dain,SRC,pour,1
fanny-dombre-coste,SRC,pour,1
frederic-roig,SRC,pour,1
marie-recalde,SRC,pour,1
florent-boudie,SRC,pour,1
christophe-borgel,SRC,pour,1
joelle-huillier,SRC,pour,1
denys-robiliard,SRC,pour,1
sebastien-denaja,SRC,pour,1
patrick-vignal,SRC,pour,1
marie-anne-chapdelaine,SRC,pour,1
nathalie-appere,SRC,pour,1
francois-andre,SRC,pour,1
isabelle-bruneau,SRC,pour,1
valerie-corre,SRC,pour,1
lucette-lousteau,SRC,pour,1
matthias-fekl,SRC,pour,1
luc-belot,SRC,pour,1
yves-daniel,SRC,pour,1
sophie-errante,SRC,pour,1
herve-pellois,SRC,pour,1
jean-pierre-le-roch,SRC,pour,1
philippe-nogues,SRC,pour,1
stephane-travert,SRC,pour,1
chaynesse-khirouni,SRC,pour,1
dominique-potier,SRC,pour,1
jean-pierre-allossery,SRC,pour,1
anne-lise-dufour-tonini,SRC,pour,1
laurent-kalinowski,SRC,pour,1
paola-zanetti,SRC,pour,1
audrey-linkenheld,SRC,pour,1
remi-pauvros,SRC,pour,1
jacques-cresta,SRC,pour,1
segolene-neuville,SRC,pour,1
pierre-aylagas,SRC,pour,1
christine-pires-beaune,SRC,pour,1
nathalie-chabanne,SRC,pour,1
yves-blein,SRC,pour,1
edith-gueugneau,SRC,pour,1
cecile-untermaier,SRC,pour,1
pascal-cherki,SRC,pour,1
francoise-dubois,SRC,pour,1
beatrice-santais,SRC,pour,1
bernadette-laclais,SRC,pour,1
seybah-dagoma,SRC,pour,1
catherine-troallic,SRC,pour,1
eduardo-rihan-cypel,SRC,pour,1
sylviane-bulteau,SRC,pour,1
hugues-fourage,SRC,pour,1
francoise-descamps-crosnier,SRC,pour,1
linda-gourjade,SRC,pour,1
valerie-rabault,SRC,pour,1
michele-fournier-armand,SRC,pour,1
malek-boutih,SRC,pour,1
alexis-bachelay,SRC,pour,1
maud-olivier,SRC,pour,1
catherine-beaubatie,SRC,pour,1
jean-jacques-bridey,SRC,pour,1
julie-sommaruga,SRC,pour,1
mathieu-hanotin,SRC,pour,1
razzy-hammadi,SRC,pour,1
elisabeth-pochon,SRC,pour,1
pascal-popelin,SRC,pour,1
serge-bardy,SRC,pour,1
philippe-bies,SRC,pour,1
philippe-kemel,SRC,pour,1
emeric-brehier,SRC,pour,1
boinali-said,SRC,pour,1
jean-claude-buisine,SRC,pour,1
sebastien-pietrasanta,SRC,pour,1
gerard-sebaoun,SRC,pour,1
dolores-roque,SRC,pour,1
dominique-lefebvre,SRC,pour,1
jean-marc-germain,SRC,pour,1
ericka-bareigts,SRC,pour,1
helene-geoffroy,SRC,pour,1
jean-jacques-vlody,SRC,pour,1
monique-orphe,SRC,pour,1
michel-pouzol,SRC,pour,1
ibrahim-aboubacar,SRC,pour,1
joaquim-pueyo,SRC,pour,1
colette-capdevielle,SRC,pour,1
philippe-doucet,SRC,pour,1
axelle-lemaire,SRC,pour,1
arnaud-leroy,SRC,pour,1
pierre-yves-le-borgn,SRC,pour,1
daphna-poznanski-benhamou,SRC,pour,1
corinne-narassiguin,SRC,pour,1
pouria-amirshahi,SRC,pour,1
patrick-balkany,UMP,contre,1
jean-michel-couve,UMP,contre,1
olivier-dassault,UMP,contre,1
bernard-debre,UMP,contre,1
patrick-devedjian,UMP,contre,1
christian-estrosi,UMP,contre,1
francois-fillon,UMP,contre,1
denis-jacquat,UMP,contre,1
christian-kert,UMP,contre,1
marc-laffineur,UMP,contre,1
pierre-lequiller,UMP,contre,1
jean-francois-mancel,UMP,contre,1
alain-marleix,UMP,contre,1
alain-moyne-bressand,UMP,contre,1
patrick-ollier,UMP,contre,1
jean-luc-reitzer,UMP,contre,1
guy-teissier,UMP,contre,1
michel-terrot,UMP,contre,1
michel-voisin,UMP,contre,1
nicole-ameline,UMP,contre,1
dominique-bussereau,UMP,contre,1
marc-philippe-daubresse,UMP,contre,1
bernard-perrut,UMP,contre,1
camille-de-rocca-serra,UMP,contre,1
guenhael-huet,UMP,contre,1
christophe-guilloteau,UMP,contre,1
gilles-lurton,UMP,contre,1
eric-ciotti,UMP,contre,1
bernard-accoyer,UMP,contre,1
francois-baroin,UMP,contre,1
philippe-briand,UMP,contre,1
gerard-cherpion,UMP,contre,1
francois-cornut-gentille,UMP,contre,1
lucien-degauchy,UMP,contre,1
alain-gest,UMP,contre,1
jean-jacques-guillet,UMP,contre,1
philippe-houillon,UMP,contre,1
patrick-labaune,UMP,contre,1
thierry-lazaro,UMP,contre,1
marc-le-fur,UMP,contre,1
pierre-lellouche,UMP,contre,1
thierry-mariani,UMP,contre,1
herve-mariton,UMP,contre,1
alain-marsaud,UMP,contre,1
philippe-armand-martin,UMP,contre,1
patrice-martin-lalande,UMP,contre,1
jacques-myard,UMP,contre,1
yves-nicolin,UMP,contre,1
jacques-pelissard,UMP,contre,1
alain-suguenot,UMP,contre,1
francois-vannson,UMP,contre,1
henri-guaino,UMP,contre,1
dominique-dord,UMP,contre,1
philippe-goujon,UMP,contre,1
claude-goasguen,UMP,contre,1
gilles-carrez,UMP,contre,1
herve-gaymard,UMP,contre,1
jean-luc-moudenc,UMP,contre,1
isabelle-le-callennec,UMP,contre,1
benoist-apparu,UMP,contre,1
christian-jacob,UMP,contre,1
jean-francois-cope,UMP,contre,1
catherine-vautrin,UMP,contre,1
jean-luc-warsmann,UMP,contre,1
franck-marlin,UMP,contre,1
olivier-marleix,UMP,contre,1
jean-frederic-poisson,UMP,contre,1
yves-fromion,UMP,contre,1
jean-pierre-giran,UMP,contre,1
jean-claude-guibal,UMP,contre,1
michel-herbillon,UMP,contre,1
jacques-kossowski,UMP,contre,1
jean-leonetti,UMP,contre,1
lionnel-luca,UMP,contre,1
didier-quentin,UMP,contre,1
andre-schneider,UMP,contre,1
thierry-solere,UMP,contre,1
marie-jo-zimmermann,UMP,contre,1
pierre-morel-a-lhuissier,UMP,contre,1
bernard-deflesselles,UMP,contre,1
patrice-verchere,UMP,contre,1
bernard-brochand,UMP,contre,1
edouard-philippe,UMP,contre,1
dominique-tian,UMP,contre,1
michel-sordi,UMP,contre,1
celeste-lett,UMP,contre,1
etienne-blanc,UMP,contre,1
xavier-bertrand,UMP,contre,1
franck-gilard,UMP,contre,1
jean-pierre-gorges,UMP,contre,1
luc-chatel,UMP,contre,1
sebastien-huyghe,UMP,contre,1
jean-marie-sermier,UMP,contre,1
arlette-grosskost,UMP,contre,1
michel-heinrich,UMP,contre,1
berengere-poletti,UMP,contre,1
yves-censi,UMP,contre,1
jean-pierre-door,UMP,contre,1
dominique-le-mener,UMP,contre,1
damien-meslot,UMP,contre,1
michel-zumkeller,UMP,contre,1
antoine-herth,UMP,contre,1
jean-louis-christ,UMP,contre,1
genevieve-levy,UMP,contre,1
dino-cinieri,UMP,contre,1
claude-greff,UMP,contre,1
michel-piron,UMP,contre,1
philippe-vitel,UMP,contre,1
martial-saddier,UMP,contre,1
alain-marty,UMP,contre,1
marcel-bonnot,UMP,contre,1
georges-fenech,UMP,contre,1
josette-pons,UMP,contre,1
valerie-pecresse,UMP,contre,1
christophe-priou,UMP,contre,1
edouard-courtial,UMP,contre,1
jean-pierre-decool,UMP,contre,1
philippe-cochet,UMP,contre,1
michele-tabarot,UMP,contre,1
guy-geoffroy,UMP,contre,1
jacques-alain-benisti,UMP,contre,1
axel-poniatowski,UMP,contre,1
jerome-chartier,UMP,contre,1
jordi-ginesta,UMP,contre,1
serge-grouard,UMP,contre,1
jean-claude-mathis,UMP,contre,1
francois-scellier,UMP,contre,1
jean-charles-taugourdeau,UMP,contre,1
jean-sebastien-vialatte,UMP,contre,1
eric-woerth,UMP,contre,1
frederic-reiss,UMP,contre,1
nathalie-kosciusko-morizet,UMP,contre,1
virginie-duby-muller,UMP,contre,1
marc-francina,UMP,contre,1
laurent-wauquiez,UMP,contre,1
charles-ange-ginesy,UMP,contre,1
damien-abad,UMP,contre,1
bernard-gerard,UMP,contre,1
charles-de-la-verpilliere,UMP,contre,1
jacques-lamblin,UMP,contre,1
olivier-carre,UMP,contre,1
daniel-fasquelle,UMP,contre,1
nicolas-dhuicq,UMP,contre,1
lionel-tardy,UMP,contre,1
jean-claude-bouchet,UMP,contre,1
franck-riester,UMP,contre,1
yves-albarello,UMP,contre,1
eric-straumann,UMP,contre,1
xavier-breton,UMP,contre,1
marie-louise-fort,UMP,contre,1
jean-francois-lamour,UMP,contre,1
philippe-gosselin,UMP,contre,1
francoise-guegot,UMP,contre,1
marie-christine-dalloz,UMP,contre,1
philippe-meunier,UMP,contre,1
bruno-le-maire,UMP,contre,1
laure-de-la-raudiere,UMP,contre,1
remi-delatte,UMP,contre,1
alain-marc,UMP,contre,1
valerie-boyer,UMP,contre,1
bernard-reynes,UMP,contre,1
sauveur-gandolfi-scheit,UMP,contre,1
marianne-dubois,UMP,contre,1
gerald-darmanin,UMP,contre,1
anne-grommerch,UMP,contre,1
arnaud-robinet,UMP,contre,1
annie-genevard,UMP,contre,1
david-douillet,UMP,contre,1
fernand-sire,UMP,contre,1
paul-salen,UMP,contre,1
laurent-furst,UMP,contre,1
yves-foulon,UMP,contre,1
jean-pierre-barbier,UMP,contre,1
claude-de-ganay,UMP,contre,1
jean-pierre-vigier,UMP,contre,1
philippe-le-ray,UMP,contre,1
veronique-louwagie,UMP,contre,1
alain-chretien,UMP,contre,1
dominique-nachury,UMP,contre,1
patrick-hetzel,UMP,contre,1
claude-sturni,UMP,contre,1
sophie-dion,UMP,contre,1
francois-de-mazieres,UMP,contre,1
valerie-lacroute,UMP,contre,1
alain-leboeuf,UMP,contre,1
jean-marie-tetart,UMP,contre,1
olivier-audibert-troin,UMP,contre,1
guillaume-larrive,UMP,contre,1
laurent-marcangeli,UMP,contre,1
julien-aubert,UMP,contre,1
guillaume-chevrollier,UMP,contre,1
sophie-rohfritsch,UMP,contre,1
daniel-gibbes,UMP,contre,1
claudine-schmid,UMP,contre,1
herve-morin,UDI,contre,1
francois-rochebloine,UDI,contre,1
rudy-salles,UDI,contre,1
andre-santini,UDI,contre,1
yannick-favennec-becot,UDI,contre,1
jean-christophe-lagarde,UDI,contre,1
jean-louis-borloo,UDI,contre,1
charles-de-courson,UDI,contre,1
francois-sauvadet,UDI,contre,1
arnaud-richard,UDI,contre,1
maurice-leroy,UDI,contre,1
henri-plagnol,UDI,contre,1
francis-hillmeyer,UDI,contre,1
stephane-demilly,UDI,contre,1
gilles-bourdouleix,UDI,contre,1
francis-vercamer,UDI,contre,1
francois-xavier-villain,UDI,contre,1
yves-jego,UDI,contre,1
philippe-vigier,UDI,contre,1
bertrand-pancher,UDI,contre,1
franck-reynier,UDI,contre,1
thierry-benoit,UDI,contre,1
jean-christophe-fromantin,UDI,contre,1
sonia-lagarde,UDI,contre,1
philippe-gomes,UDI,contre,1
edouard-fritch,UDI,abstention,1
philippe-folliot,UDI,abstention,1
jonas-tahuaitu,UDI,abstention,1
jean-paul-tuaiva,UDI,abstention,1
noel-mamere,Écolo,pour,1
francois-de-rugy,Écolo,pour,1
danielle-auroi,Écolo,pour,1
denis-baupin,Écolo,pour,1
barbara-pompili,Écolo,pour,1
sergio-coronado,Écolo,pour,1
francois-michel-lambert,Écolo,pour,1
isabelle-attard,Écolo,pour,1
christophe-cavard,Écolo,pour,1
eric-alauzet,Écolo,pour,1
jean-louis-roumegas,Écolo,pour,1
paul-molac,Écolo,pour,1
eva-sas,Écolo,pour,1
veronique-massonneau,Écolo,pour,1
laurence-abeille,Écolo,pour,1
michele-bonneton,Écolo,pour,1
brigitte-allain,Écolo,pour,1
huguette-bello,GDR,pour,1
bruno-nestor-azerot,GDR,pour,1
gabriel-serville,GDR,pour,1
francois-asensi,GDR,abstention,1
alain-bocquet,GDR,abstention,1
marc-dolez,GDR,abstention,1
jacqueline-fraysse,GDR,abstention,1
marie-george-buffet,GDR,abstention,1
patrice-carvalho,GDR,abstention,1
alfred-marie-jeanne,GDR,abstention,1
nicolas-sansu,GDR,abstention,1
jean-philippe-nilor,GDR,abstention,1
andre-chassaigne,GDR,abstention,1
jean-jacques-candelier,GDR,abstention,1
gaby-charroux,GDR,abstention,1
roger-gerard-schwartzenberg,RRDP,pour,1
stephane-saint-andre,RRDP,pour,1
gerard-charasse,RRDP,pour,1
alain-tourret,RRDP,pour,1
joel-giraud,RRDP,pour,1
paul-giacobbi,RRDP,pour,1
annick-girardin,RRDP,pour,1
dominique-orliac,RRDP,pour,1
jacques-krabal,RRDP,pour,1
olivier-falorni,RRDP,pour,1
jeanine-dubie,RRDP,pour,1
thierry-braillard,RRDP,pour,1
thierry-robert,RRDP,pour,1
jean-noel-carpentier,RRDP,pour,1
ary-chalus,NI,pour,1
veronique-besse,NI,contre,1
jacques-bompard,NI,contre,1
nicolas-dupont-aignan,NI,contre,1
gilbert-collard,NI,contre,1
marion-marechal-le-pen,NI,contre,1
yannick-moreau,NI,contre,1
jean-lassalle,NI,abstention,1
marion-marechal-le-pen,NI,pour,2
jean-lassalle,NI,abstention,2
michel-sordi,UMP,contre,3
jean-marie-tetart,UMP,contre,3
veronique-besse,NI,pour,3
yannick-moreau,NI,pour,3
marion-marechal-le-pen,NI,abstention,3
gilbert-collard,NI,pour,4
marion-marechal-le-pen,NI,pour,4
monique-rabin,SRC,contre,5
christophe-sirugue,SRC,contre,5
pierre-alain-muet,SRC,contre,5
serge-letchimy,SRC,contre,5
barbara-romagnan,SRC,contre,5
denys-robiliard,SRC,contre,5
boinali-said,SRC,contre,5
dolores-roque,SRC,contre,5
isabelle-attard,Écolo,contre,7
jacques-bompard,NI,abstention,7
gilbert-collard,NI,abstention,7
marion-marechal-le-pen,NI,abstention,7
conchita-lacuey,SRC,pour,8
odile-saugues,SRC,pour,8
pascal-terrasse,SRC,pour,8
catherine-lemorton,SRC,pour,8
jean-patrick-gille,SRC,pour,8
elisabeth-pochon,SRC,pour,8
daniel-vaillant,SRC,abstention,8
marcel-rogemont,SRC,abstention,8
thomas-thevenoud,SRC,abstention,8
valerie-rabault,SRC,abstention,8
axelle-lemaire,SRC,abstention,8
thierry-solere,UMP,pour,8
pierre-morel-a-lhuissier,UMP,pour,8
dominique-tian,UMP,pour,8
georges-fenech,UMP,pour,8
nathalie-kosciusko-morizet,UMP,pour,8
fernand-sire,UMP,pour,8
marion-marechal-le-pen,NI,pour,8
gilbert-collard,NI,contre,8
odile-saugues,SRC,pour,9
pascal-terrasse,SRC,pour,9
catherine-lemorton,SRC,pour,9
viviane-le-dissez,SRC,pour,9
marie-anne-chapdelaine,SRC,pour,9
elisabeth-pochon,SRC,pour,9
daniel-vaillant,SRC,abstention,9
marcel-rogemont,SRC,abstention,9
thomas-thevenoud,SRC,abstention,9
patrick-mennucci,SRC,abstention,9
valerie-rabault,SRC,abstention,9
axelle-lemaire,SRC,abstention,9
arnaud-leroy,SRC,abstention,9
thierry-solere,UMP,pour,9
pierre-morel-a-lhuissier,UMP,pour,9
dominique-tian,UMP,pour,9
georges-fenech,UMP,pour,9
nathalie-kosciusko-morizet,UMP,pour,9
fernand-sire,UMP,pour,9
gilbert-collard,NI,pour,9
marion-marechal-le-pen,NI,pour,9
jean-michel-clement,SRC,contre,10
carole-delga,SRC,contre,10
jean-claude-buisine,SRC,contre,10
ibrahim-aboubacar,SRC,contre,10
gilbert-collard,NI,contre,10
marion-marechal-le-pen,NI,contre,10
jean-michel-clement,SRC,contre,11
carole-delga,SRC,contre,11
yves-jego,UDI,contre,12
franck-reynier,UDI,contre,12
christophe-borgel,SRC,pour,13
frederic-reiss,UMP,abstention,13
jonas-tahuaitu,UDI,contre,14
gilbert-collard,NI,pour,14
emilienne-poumirol,NI,contre,14
gerard-terrier,NI,contre,14
gilbert-collard,NI,pour,15
emilienne-poumirol,NI,contre,15
gerard-terrier,NI,contre,15
sandrine-doucet,SRC,contre,17
dominique-lefebvre,SRC,contre,17
viviane-le-dissez,SRC,abstention,18
jean-luc-moudenc,UMP,abstention,18
pierre-morel-a-lhuissier,UMP,abstention,18
veronique-besse,NI,contre,18
yannick-moreau,NI,contre,18
jean-louis-dumont,SRC,abstention,19
jean-pierre-blazy,SRC,abstention,19
pascale-boistard,SRC,abstention,19
francoise-dubois,SRC,abstention,19
gilbert-collard,NI,pour,19
marion-marechal-le-pen,NI,pour,19
jacques-bompard,NI,abstention,19
monique-rabin,SRC,contre,20
jean-pierre-le-roch,SRC,contre,20
jacques-bompard,NI,contre,20
gilbert-collard,NI,contre,20
marion-marechal-le-pen,NI,contre,20
gerard-bapt,SRC,pour,30
christian-bataille,SRC,pour,30
patrick-bloche,SRC,pour,30
jean-christophe-cambadelis,SRC,pour,30
laurent-cathala,SRC,pour,30
jean-paul-chanteguet,SRC,pour,30
guy-michel-chauveau,SRC,pour,30
jean-louis-destans,SRC,pour,30
michel-destot,SRC,pour,30
jean-louis-dumont,SRC,pour,30
laurence-dumont,SRC,pour,30
yves-durand,SRC,pour,30
michel-francaix,SRC,pour,30
jerome-lambert,SRC,pour,30
gilbert-le-bris,SRC,pour,30
jean-yves-le-deaut,SRC,pour,30
jean-marie-le-guen,SRC,pour,30
francois-loncle,SRC,pour,30
thierry-mandon,SRC,pour,30
alain-rodet,SRC,pour,30
rene-rouquet,SRC,pour,30
daniel-vaillant,SRC,pour,30
michel-vauzelle,SRC,pour,30
philip-cordery,SRC,pour,30
yves-goasdoue,SRC,pour,30
monique-rabin,SRC,pour,30
frederique-massat,SRC,pour,30
vincent-burroni,SRC,pour,30
jean-jacques-urvoas,SRC,pour,30
luce-pane,SRC,pour,30
sandrine-hurel,SRC,pour,30
gisele-biemouret,SRC,pour,30
laurent-baumel,SRC,pour,30
jean-glavany,SRC,pour,30
serge-janquin,SRC,pour,30
elisabeth-guigou,SRC,pour,30
eric-jalton,SRC,pour,30
michel-pajon,SRC,pour,30
estelle-grelier,SRC,pour,30
jean-paul-bacquet,SRC,pour,30
dominique-baert,SRC,pour,30
daniel-boisserie,SRC,pour,30
francois-brottes,SRC,pour,30
christophe-caresche,SRC,pour,30
alain-claeys,SRC,pour,30
marie-francoise-clergeau,SRC,pour,30
jean-pierre-dufau,SRC,pour,30
jean-paul-dupre,SRC,pour,30
philippe-duron,SRC,pour,30
christian-franqueville,SRC,pour,30
yann-galut,SRC,pour,30
francoise-imbert,SRC,pour,30
conchita-lacuey,SRC,pour,30
michel-lefait,SRC,pour,30
bruno-le-roux,SRC,pour,30
michel-liebgott,SRC,pour,30
martine-lignieres-cassou,SRC,pour,30
philippe-nauche,SRC,pour,30
christian-paul,SRC,pour,30
germinal-peiro,SRC,pour,30
jean-claude-perez,SRC,pour,30
genevieve-gaillard,SRC,pour,30
marcel-rogemont,SRC,pour,30
bernard-roman,SRC,pour,30
odile-saugues,SRC,pour,30
pascal-terrasse,SRC,pour,30
fabrice-verdier,SRC,pour,30
armand-jung,SRC,pour,30
patrick-lemasle,SRC,pour,30
christian-assaf,SRC,pour,30
sylviane-alaux,SRC,pour,30
philippe-martin,SRC,pour,30
richard-ferrand,SRC,pour,30
yann-capet,SRC,pour,30
thomas-thevenoud,SRC,pour,30
corinne-erhel,SRC,pour,30
erwann-binet,SRC,pour,30
christophe-sirugue,SRC,pour,30
jean-launay,SRC,pour,30
pascale-boistard,SRC,pour,30
gilles-savary,SRC,pour,30
jean-yves-caullet,SRC,pour,30
dominique-chauvel,SRC,pour,30
jean-claude-fruteau,SRC,pour,30
brigitte-bourguignon,SRC,pour,30
nicolas-bays,SRC,pour,30
philippe-baumel,SRC,pour,30
dominique-raimbourg,SRC,pour,30
martine-carrillon-couvreur,SRC,pour,30
kleber-mesquida,SRC,pour,30
patricia-adam,SRC,pour,30
jean-yves-le-bouillonnec,SRC,pour,30
daniele-hoffman-rispal,SRC,pour,30
annick-lepetit,SRC,pour,30
gabrielle-louis-carabin,SRC,pour,30
david-habib,SRC,pour,30
gwendal-rouillard,SRC,pour,30
william-dumas,SRC,pour,30
jean-louis-bricout,SRC,pour,30
christian-eckert,SRC,pour,30
patrick-lebreton,SRC,pour,30
herve-feron,SRC,pour,30
martine-martinel,SRC,pour,30
monique-iborra,SRC,pour,30
michel-issindou,SRC,pour,30
pascal-deguilhem,SRC,pour,30
jacqueline-maquet,SRC,pour,30
guy-chambefort,SRC,pour,30
bernard-lesterlin,SRC,pour,30
marietta-karamanli,SRC,pour,30
jean-michel-villaume,SRC,pour,30
guy-delcourt,SRC,pour,30
marc-goua,SRC,pour,30
jacques-valax,SRC,pour,30
catherine-coutelle,SRC,pour,30
sandrine-mazetier,SRC,pour,30
jean-michel-clement,SRC,pour,30
pascale-got,SRC,pour,30
pierre-alain-muet,SRC,pour,30
jean-louis-touraine,SRC,pour,30
jean-grellier,SRC,pour,30
christophe-bouillon,SRC,pour,30
martine-faure,SRC,pour,30
alain-rousset,SRC,pour,30
pascale-crozon,SRC,pour,30
catherine-quere,SRC,pour,30
marie-odile-bouille,SRC,pour,30
catherine-lemorton,SRC,pour,30
jean-patrick-gille,SRC,pour,30
marie-lou-marcel,SRC,pour,30
serge-letchimy,SRC,pour,30
chantal-berthelot,SRC,pour,30
henri-jibrayel,SRC,pour,30
philippe-plisson,SRC,pour,30
jean-louis-gagnaire,SRC,pour,30
annick-le-loch,SRC,pour,30
jean-rene-marsac,SRC,pour,30
michel-menard,SRC,pour,30
martine-pinville,SRC,pour,30
jean-jacques-cottel,SRC,pour,30
olivier-faure,SRC,pour,30
francois-pupponi,SRC,pour,30
colette-langlade,SRC,pour,30
marie-noelle-battistel,SRC,pour,30
